PPI,viral_prot,host_prot,class
E~P17706,E,P17706,Positive
NSP16~Q96M89,NSP16,Q96M89,Positive
ORF8~Q6ZXV5,ORF8,Q6ZXV5,Positive
NSP2~O60888,NSP2,O60888,Positive
NSP5~Q5SRE5,NSP5,Q5SRE5,Positive
ORF14~Q9H6R4,ORF14,Q9H6R4,Positive
NSP8~Q96SN8,NSP8,Q96SN8,Positive
NSP4~Q16678,NSP4,Q16678,Positive
ORF6~O00429,ORF6,O00429,Positive
ORF14~P06748,ORF14,P06748,Positive
NSP7~Q12815,NSP7,Q12815,Positive
NSP16~Q9UPN4,NSP16,Q9UPN4,Positive
ORF14~Q53FV1,ORF14,Q53FV1,Positive
NSP2~P38432,NSP2,P38432,Positive
ORF7A~Q9UI26,ORF7A,Q9UI26,Positive
ORF14~Q96LJ7,ORF14,Q96LJ7,Positive
E~Q96KC8,E,Q96KC8,Positive
ORF7A~Q8N1S5,ORF7A,Q8N1S5,Positive
NSP4~Q8IZV5,NSP4,Q8IZV5,Positive
NSP2~Q8ND83,NSP2,Q8ND83,Positive
ORF6~Q5T8D3,ORF6,Q5T8D3,Positive
ORF7B~Q96HE9,ORF7B,Q96HE9,Positive
NSP6~O60831,NSP6,O60831,Positive
NSP6~Q99758,NSP6,Q99758,Positive
E~Q96S66,E,Q96S66,Positive
NSP2~P42702,NSP2,P42702,Positive
ORF7A~C9JH25,ORF7A,C9JH25,Positive
N~P62277,N,P62277,Positive
NSP4~Q05655,NSP4,Q05655,Positive
M~Q03001,M,Q03001,Positive
NSP4~P62906,NSP4,P62906,Positive
E~P16435,E,P16435,Positive
M~Q96JB5,M,Q96JB5,Positive
NSP15~O60287,NSP15,O60287,Positive
ORF7B~O60488,ORF7B,O60488,Positive
ORF9B~P16615,ORF9B,P16615,Positive
E~O00308,E,O00308,Positive
NSP3~Q16891,NSP3,Q16891,Positive
ORF6~Q9UH99,ORF6,Q9UH99,Positive
NSP7~Q9NSC2,NSP7,Q9NSC2,Positive
ORF3A~Q9NV58,ORF3A,Q9NV58,Positive
NSP4~Q9BV81,NSP4,Q9BV81,Positive
E~Q9NV66,E,Q9NV66,Positive
NSP13~Q8TCT9,NSP13,Q8TCT9,Positive
NSP6~Q13112,NSP6,Q13112,Positive
E~P52429,E,P52429,Positive
E~Q9NYG2,E,Q9NYG2,Positive
ORF3A~P13674,ORF3A,P13674,Positive
NSP3~Q14667,NSP3,Q14667,Positive
ORF14~P42704,ORF14,P42704,Positive
ORF3B~Q96PD2,ORF3B,Q96PD2,Positive
NSP8~Q99873,NSP8,Q99873,Positive
NSP13~P46776,NSP13,P46776,Positive
NSP13~P12931,NSP13,P12931,Positive
ORF9B~O75489,ORF9B,O75489,Positive
NSP4~Q12899,NSP4,Q12899,Positive
NSP6~P39023,NSP6,P39023,Positive
ORF3A~P60953,ORF3A,P60953,Positive
NSP14~Q8IW35,NSP14,Q8IW35,Positive
M~P01031,M,P01031,Positive
ORF7A~Q93050,ORF7A,Q93050,Positive
ORF3A~P16070,ORF3A,P16070,Positive
NSP14~P46109,NSP14,P46109,Positive
NSP4~P45880,NSP4,P45880,Positive
ORF8~O75436,ORF8,O75436,Positive
M~O60493,M,O60493,Positive
NSP14~P25054,NSP14,P25054,Positive
M~Q96K49,M,Q96K49,Positive
ORF7A~O00124,ORF7A,O00124,Positive
ORF7B~P50851,ORF7B,P50851,Positive
N~P51116,N,P51116,Positive
NSP2~Q7L266,NSP2,Q7L266,Positive
M~Q8TF71,M,Q8TF71,Positive
ORF7A~O14525,ORF7A,O14525,Positive
NSP2~Q9BZL4,NSP2,Q9BZL4,Positive
M~Q8NFA0,M,Q8NFA0,Positive
ORF9B~Q9H9Y6,ORF9B,Q9H9Y6,Positive
ORF3B~P0CG13,ORF3B,P0CG13,Positive
NSP15~Q9NZ52,NSP15,Q9NZ52,Positive
NSP6~Q96RD7,NSP6,Q96RD7,Positive
ORF3A~P05023,ORF3A,P05023,Positive
E~O60831,E,O60831,Positive
M~Q99873,M,Q99873,Positive
M~P42126,M,P42126,Positive
ORF3B~O15498,ORF3B,O15498,Positive
ORF3A~Q9P258,ORF3A,Q9P258,Positive
ORF3A~P18124,ORF3A,P18124,Positive
ORF7B~Q8TBM7,ORF7B,Q8TBM7,Positive
ORF3B~P63000,ORF3B,P63000,Positive
NSP6~Q92643,NSP6,Q92643,Positive
NSP16~Q2KHM9,NSP16,Q2KHM9,Positive
ORF7A~P05023,ORF7A,P05023,Positive
NSP4~Q8IWB9,NSP4,Q8IWB9,Positive
NSP8~Q9BTC8,NSP8,Q9BTC8,Positive
M~P21399,M,P21399,Positive
ORF7B~Q15436,ORF7B,Q15436,Positive
NSP6~Q96CP7,NSP6,Q96CP7,Positive
ORF8~Q99653,ORF8,Q99653,Positive
ORF14~Q02880,ORF14,Q02880,Positive
NSP8~P43686,NSP8,P43686,Positive
M~P49720,M,P49720,Positive
ORF14~P62424,ORF14,P62424,Positive
ORF3A~Q13423,ORF3A,Q13423,Positive
ORF3B~Q9BZH6,ORF3B,Q9BZH6,Positive
M~P78504,M,P78504,Positive
NSP7~Q63HK5,NSP7,Q63HK5,Positive
ORF9B~Q8IWA4,ORF9B,Q8IWA4,Positive
M~Q8NC42,M,Q8NC42,Positive
ORF8~Q9BVK8,ORF8,Q9BVK8,Positive
E~Q8WVP7,E,Q8WVP7,Positive
ORF3B~O14662,ORF3B,O14662,Positive
ORF8~Q02818,ORF8,Q02818,Positive
S~Q9BUE6,S,Q9BUE6,Positive
NSP6~P63167,NSP6,P63167,Positive
ORF9B~Q07973,ORF9B,Q07973,Positive
NSP8~Q04446,NSP8,Q04446,Positive
NSP4~P13498,NSP4,P13498,Positive
ORF8~P38435,ORF8,P38435,Positive
ORF3A~O75674,ORF3A,O75674,Positive
NSP6~P55084,NSP6,P55084,Positive
M~P63167,M,P63167,Positive
ORF7A~Q96EC8,ORF7A,Q96EC8,Positive
ORF3B~P43378,ORF3B,P43378,Positive
M~Q96JI7,M,Q96JI7,Positive
NSP3~Q9UHG0,NSP3,Q9UHG0,Positive
M~Q9HBR0,M,Q9HBR0,Positive
NSP2~P25788,NSP2,P25788,Positive
ORF7B~Q8NBI6,ORF7B,Q8NBI6,Positive
ORF3A~Q8NC56,ORF3A,Q8NC56,Positive
ORF9C~Q2PZI1,ORF9C,Q2PZI1,Positive
NSP14~P30044,NSP14,P30044,Positive
M~Q9P275,M,Q9P275,Positive
N~P15880,N,P15880,Positive
NSP13~Q86TI2,NSP13,Q86TI2,Positive
ORF7B~P62910,ORF7B,P62910,Positive
NSP13~Q8IUD2,NSP13,Q8IUD2,Positive
NSP2~P82673,NSP2,P82673,Positive
ORF7B~O14975,ORF7B,O14975,Positive
NSP4~B7ZAQ6,NSP4,B7ZAQ6,Positive
M~Q8WYP5,M,Q8WYP5,Positive
ORF6~Q99963,ORF6,Q99963,Positive
ORF7B~Q8N2K0,ORF7B,Q8N2K0,Positive
ORF3A~Q9NZU0,ORF3A,Q9NZU0,Positive
M~Q8WVM8,M,Q8WVM8,Positive
ORF14~Q969N2,ORF14,Q969N2,Positive
NSP12~Q7Z3I7,NSP12,Q7Z3I7,Positive
ORF7B~Q9BRK0,ORF7B,Q9BRK0,Positive
ORF3A~O43865,ORF3A,O43865,Positive
ORF7B~Q9NRW7,ORF7B,Q9NRW7,Positive
NSP2~P30622,NSP2,P30622,Positive
NSP4~P17987,NSP4,P17987,Positive
ORF3A~Q00796,ORF3A,Q00796,Positive
ORF3A~O75352,ORF3A,O75352,Positive
ORF7B~O14523,ORF7B,O14523,Positive
ORF6~P49257,ORF6,P49257,Positive
NSP4~Q8N511,NSP4,Q8N511,Positive
NSP12~P17023,NSP12,P17023,Positive
ORF7A~Q9NZJ5,ORF7A,Q9NZJ5,Positive
NSP10~Q9H6S1,NSP10,Q9H6S1,Positive
ORF8~P16435,ORF8,P16435,Positive
NSP15~P55263,NSP15,P55263,Positive
NSP2~Q9NUQ6,NSP2,Q9NUQ6,Positive
ORF7B~A8CG34,ORF7B,A8CG34,Positive
NSP6~O60701,NSP6,O60701,Positive
ORF8~B7ZAQ6,ORF8,B7ZAQ6,Positive
NSP4~Q14739,NSP4,Q14739,Positive
NSP10~Q13948,NSP10,Q13948,Positive
NSP10~P39880,NSP10,P39880,Positive
ORF3A~O00238,ORF3A,O00238,Positive
NSP9~Q9BYW2,NSP9,Q9BYW2,Positive
M~Q9Y3P4,M,Q9Y3P4,Positive
M~Q8WXH2,M,Q8WXH2,Positive
ORF7B~Q9ULH0,ORF7B,Q9ULH0,Positive
ORF3A~P37173,ORF3A,P37173,Positive
ORF7B~Q92882,ORF7B,Q92882,Positive
NSP6~Q96JJ7,NSP6,Q96JJ7,Positive
NSP6~Q13200,NSP6,Q13200,Positive
ORF3B~Q9HC07,ORF3B,Q9HC07,Positive
ORF7A~Q96CN9,ORF7A,Q96CN9,Positive
M~O75131,M,O75131,Positive
E~Q13492,E,Q13492,Positive
ORF8~Q9BT09,ORF8,Q9BT09,Positive
NSP6~Q7KZN9,NSP6,Q7KZN9,Positive
M~O75953,M,O75953,Positive
ORF7A~Q9H9P8,ORF7A,Q9H9P8,Positive
NSP16~Q9UNK9,NSP16,Q9UNK9,Positive
ORF9C~Q8TEQ8,ORF9C,Q8TEQ8,Positive
S~P35611,S,P35611,Positive
E~P06744,E,P06744,Positive
NSP14~A8MW99,NSP14,A8MW99,Positive
ORF8~O43291,ORF8,O43291,Positive
NSP15~Q53EZ4,NSP15,Q53EZ4,Positive
NSP16~Q6A163,NSP16,Q6A163,Positive
ORF14~Q3T8J9,ORF14,Q3T8J9,Positive
N~O14745,N,O14745,Positive
NSP6~Q9UK32,NSP6,Q9UK32,Positive
NSP4~A0FGR8,NSP4,A0FGR8,Positive
ORF6~Q9UNQ0,ORF6,Q9UNQ0,Positive
M~Q92747,M,Q92747,Positive
ORF3A~P12235,ORF3A,P12235,Positive
M~Q86UD5,M,Q86UD5,Positive
ORF6~P40855,ORF6,P40855,Positive
ORF7B~P27797,ORF7B,P27797,Positive
ORF7B~Q9Y3E5,ORF7B,Q9Y3E5,Positive
M~Q9BR76,M,Q9BR76,Positive
ORF7A~Q6ZPD9,ORF7A,Q6ZPD9,Positive
ORF7A~P17980,ORF7A,P17980,Positive
ORF3A~Q15813,ORF3A,Q15813,Positive
M~Q96T83,M,Q96T83,Positive
ORF7A~Q99758,ORF7A,Q99758,Positive
M~Q00013,M,Q00013,Positive
ORF7B~Q92545,ORF7B,Q92545,Positive
ORF14~Q9UIF8,ORF14,Q9UIF8,Positive
NSP7~Q9NVI1,NSP7,Q9NVI1,Positive
NSP4~Q96K49,NSP4,Q96K49,Positive
ORF7B~Q8N138,ORF7B,Q8N138,Positive
NSP1~P15880,NSP1,P15880,Positive
ORF8~Q9Y2K5,ORF8,Q9Y2K5,Positive
ORF7B~Q9NU53,ORF7B,Q9NU53,Positive
ORF3B~O95716,ORF3B,O95716,Positive
ORF3A~Q9NZM1,ORF3A,Q9NZM1,Positive
ORF7A~Q9HD45,ORF7A,Q9HD45,Positive
ORF7B~O95476,ORF7B,O95476,Positive
ORF3B~Q13443,ORF3B,Q13443,Positive
NSP15~Q49A26,NSP15,Q49A26,Positive
NSP9~Q16864,NSP9,Q16864,Positive
ORF6~Q9H0U4,ORF6,Q9H0U4,Positive
NSP4~Q6P1A2,NSP4,Q6P1A2,Positive
E~P05198,E,P05198,Positive
M~P49116,M,P49116,Positive
ORF7B~P48029,ORF7B,P48029,Positive
NSP14~Q6UW68,NSP14,Q6UW68,Positive
NSP6~Q8NE01,NSP6,Q8NE01,Positive
NSP4~O14763,NSP4,O14763,Positive
ORF7B~Q9NUU7,ORF7B,Q9NUU7,Positive
S~Q96QK1,S,Q96QK1,Positive
ORF3B~Q9ULC3,ORF3B,Q9ULC3,Positive
NSP6~Q9Y487,NSP6,Q9Y487,Positive
ORF6~O75911,ORF6,O75911,Positive
ORF6~Q96CP6,ORF6,Q96CP6,Positive
ORF7A~Q9UHW9,ORF7A,Q9UHW9,Positive
ORF3A~P26373,ORF3A,P26373,Positive
M~Q8WXA3,M,Q8WXA3,Positive
ORF14~Q9UJU3,ORF14,Q9UJU3,Positive
ORF7B~O15552,ORF7B,O15552,Positive
N~O75494,N,O75494,Positive
NSP6~P50914,NSP6,P50914,Positive
NSP5~Q9NXH9,NSP5,Q9NXH9,Positive
S~Q8IUN9,S,Q8IUN9,Positive
ORF7B~O95870,ORF7B,O95870,Positive
ORF7B~Q14137,ORF7B,Q14137,Positive
NSP4~Q99653,NSP4,Q99653,Positive
S~Q3MJ13,S,Q3MJ13,Positive
M~Q5VV42,M,Q5VV42,Positive
NSP13~P04406,NSP13,P04406,Positive
NSP2~Q12788,NSP2,Q12788,Positive
NSP2~Q9UNH7,NSP2,Q9UNH7,Positive
ORF7A~P37268,ORF7A,P37268,Positive
ORF7B~P38919,ORF7B,P38919,Positive
ORF7A~Q9UBF8,ORF7A,Q9UBF8,Positive
NSP10~Q86X55,NSP10,Q86X55,Positive
M~P61353,M,P61353,Positive
ORF8~Q14739,ORF8,Q14739,Positive
ORF7A~Q96AG4,ORF7A,Q96AG4,Positive
ORF14~Q8WYP5,ORF14,Q8WYP5,Positive
NSP16~O15259,NSP16,O15259,Positive
ORF8~Q9NYQ6,ORF8,Q9NYQ6,Positive
NSP6~Q96Q80,NSP6,Q96Q80,Positive
M~Q9UHW9,M,Q9UHW9,Positive
ORF7A~A0PK00,ORF7A,A0PK00,Positive
M~Q9UP95,M,Q9UP95,Positive
M~Q99653,M,Q99653,Positive
ORF3B~Q9NYU2,ORF3B,Q9NYU2,Positive
NSP6~Q9UP95,NSP6,Q9UP95,Positive
NSP4~Q99614,NSP4,Q99614,Positive
NSP4~Q5T7V8,NSP4,Q5T7V8,Positive
NSP4~Q8IUH5,NSP4,Q8IUH5,Positive
S~O60279,S,O60279,Positive
NSP12~Q68CZ6,NSP12,Q68CZ6,Positive
ORF7A~O75197,ORF7A,O75197,Positive
ORF14~Q9H2Y7,ORF14,Q9H2Y7,Positive
ORF7B~Q8NHS3,ORF7B,Q8NHS3,Positive
NSP4~P04406,NSP4,P04406,Positive
M~P30825,M,P30825,Positive
ORF7A~O95427,ORF7A,O95427,Positive
NSP4~O60353,NSP4,O60353,Positive
NSP4~Q96S66,NSP4,Q96S66,Positive
S~Q13838,S,Q13838,Positive
E~Q9P258,E,Q9P258,Positive
ORF8~Q8NBK3,ORF8,Q8NBK3,Positive
NSP13~P28074,NSP13,P28074,Positive
E~Q7L1Q6,E,Q7L1Q6,Positive
ORF14~Q14980,ORF14,Q14980,Positive
S~Q9UGP8,S,Q9UGP8,Positive
M~Q07020,M,Q07020,Positive
ORF7A~P31639,ORF7A,P31639,Positive
ORF8~P35052,ORF8,P35052,Positive
M~Q13740,M,Q13740,Positive
ORF6~P34897,ORF6,P34897,Positive
NSP2~O95786,NSP2,O95786,Positive
ORF7B~Q92685,ORF7B,Q92685,Positive
S~Q9C037,S,Q9C037,Positive
M~Q92820,M,Q92820,Positive
NSP7~P25054,NSP7,P25054,Positive
ORF9B~Q96SN8,ORF9B,Q96SN8,Positive
NSP4~Q6ZMG9,NSP4,Q6ZMG9,Positive
S~Q86Y07,S,Q86Y07,Positive
N~Q2NKX8,N,Q2NKX8,Positive
NSP10~Q14687,NSP10,Q14687,Positive
ORF7B~P56749,ORF7B,P56749,Positive
ORF3B~Q96DZ1,ORF3B,Q96DZ1,Positive
NSP13~Q4V328,NSP13,Q4V328,Positive
NSP16~P28331,NSP16,P28331,Positive
ORF7B~Q16850,ORF7B,Q16850,Positive
NSP16~Q9NSK0,NSP16,Q9NSK0,Positive
NSP12~O00170,NSP12,O00170,Positive
E~Q13586,E,Q13586,Positive
M~O43808,M,O43808,Positive
M~Q9BRP4,M,Q9BRP4,Positive
ORF8~Q68BL7,ORF8,Q68BL7,Positive
NSP15~O94788,NSP15,O94788,Positive
NSP16~Q9NSC2,NSP16,Q9NSC2,Positive
ORF8~P15151,ORF8,P15151,Positive
ORF7B~P35606,ORF7B,P35606,Positive
ORF7B~Q8IY17,ORF7B,Q8IY17,Positive
NSP6~Q96K12,NSP6,Q96K12,Positive
NSP6~Q9GZY8,NSP6,Q9GZY8,Positive
ORF7B~Q9NZJ5,ORF7B,Q9NZJ5,Positive
ORF7A~Q9BW60,ORF7A,Q9BW60,Positive
NSP7~Q9Y5W7,NSP7,Q9Y5W7,Positive
NSP4~P05556,NSP4,P05556,Positive
ORF3A~P10721,ORF3A,P10721,Positive
ORF8~P42892,ORF8,P42892,Positive
ORF3A~Q9UN70,ORF3A,Q9UN70,Positive
ORF14~Q5T8D3,ORF14,Q5T8D3,Positive
M~Q9ULC8,M,Q9ULC8,Positive
ORF8~P01031,ORF8,P01031,Positive
NSP4~Q13423,NSP4,Q13423,Positive
ORF14~P30519,ORF14,P30519,Positive
NSP6~Q15269,NSP6,Q15269,Positive
NSP5~P61254,NSP5,P61254,Positive
NSP5~O43684,NSP5,O43684,Positive
ORF8~Q8TDX6,ORF8,Q8TDX6,Positive
ORF7B~Q14534,ORF7B,Q14534,Positive
E~Q5T9L3,E,Q5T9L3,Positive
NSP8~Q8TB52,NSP8,Q8TB52,Positive
NSP4~Q70UQ0,NSP4,Q70UQ0,Positive
NSP14~Q6UWP7,NSP14,Q6UWP7,Positive
ORF6~Q7Z4G1,ORF6,Q7Z4G1,Positive
S~Q13393,S,Q13393,Positive
ORF7B~Q9ULK5,ORF7B,Q9ULK5,Positive
S~Q3KR37,S,Q3KR37,Positive
M~Q9NZ53,M,Q9NZ53,Positive
NSP13~Q8TD10,NSP13,Q8TD10,Positive
N~Q9GZL7,N,Q9GZL7,Positive
ORF10~Q08426,ORF10,Q08426,Positive
NSP4~Q8TAD4,NSP4,Q8TAD4,Positive
NSP2~O75170,NSP2,O75170,Positive
NSP7~Q9H0L4,NSP7,Q9H0L4,Positive
NSP6~Q8TDW0,NSP6,Q8TDW0,Positive
ORF3A~P11171,ORF3A,P11171,Positive
ORF7B~Q9NW15,ORF7B,Q9NW15,Positive
M~Q96A33,M,Q96A33,Positive
NSP6~Q9HC56,NSP6,Q9HC56,Positive
ORF7B~Q12770,ORF7B,Q12770,Positive
ORF7B~P08069,ORF7B,P08069,Positive
E~Q9UM00,E,Q9UM00,Positive
M~Q96CM8,M,Q96CM8,Positive
NSP3~P51116,NSP3,P51116,Positive
E~O95197,E,O95197,Positive
NSP4~Q5BJH7,NSP4,Q5BJH7,Positive
ORF7B~Q9Y673,ORF7B,Q9Y673,Positive
NSP2~Q8N1I0,NSP2,Q8N1I0,Positive
S~Q8TCT9,S,Q8TCT9,Positive
NSP15~Q9GZR2,NSP15,Q9GZR2,Positive
NSP15~Q9NZJ4,NSP15,Q9NZJ4,Positive
NSP10~Q9P2N6,NSP10,Q9P2N6,Positive
NSP9~P35749,NSP9,P35749,Positive
ORF8~P00750,ORF8,P00750,Positive
E~Q13370,E,Q13370,Positive
M~O14936,M,O14936,Positive
NSP4~O14735,NSP4,O14735,Positive
NSP12~P19388,NSP12,P19388,Positive
NSP16~Q9P2B7,NSP16,Q9P2B7,Positive
ORF7B~P20340,ORF7B,P20340,Positive
ORF7A~Q92643,ORF7A,Q92643,Positive
NSP16~Q9H5L6,NSP16,Q9H5L6,Positive
ORF8~P15153,ORF8,P15153,Positive
NSP7~Q9H1A4,NSP7,Q9H1A4,Positive
NSP4~Q9HBM0,NSP4,Q9HBM0,Positive
ORF3B~Q9HD45,ORF3B,Q9HD45,Positive
M~Q15057,M,Q15057,Positive
ORF8~P82912,ORF8,P82912,Positive
E~Q14573,E,Q14573,Positive
NSP16~O15090,NSP16,O15090,Positive
ORF7B~P27448,ORF7B,P27448,Positive
ORF7B~Q9UHW9,ORF7B,Q9UHW9,Positive
NSP3~Q9NV06,NSP3,Q9NV06,Positive
ORF3A~O15126,ORF3A,O15126,Positive
ORF8~P62191,ORF8,P62191,Positive
ORF7A~Q8WUA7,ORF7A,Q8WUA7,Positive
NSP2~Q12968,NSP2,Q12968,Positive
M~Q2TAY7,M,Q2TAY7,Positive
S~P09936,S,P09936,Positive
ORF7B~Q9UM00,ORF7B,Q9UM00,Positive
NSP6~Q9NR31,NSP6,Q9NR31,Positive
E~Q14139,E,Q14139,Positive
NSP6~Q9H089,NSP6,Q9H089,Positive
ORF8~P39656,ORF8,P39656,Positive
ORF3B~P19404,ORF3B,P19404,Positive
NSP6~Q15118,NSP6,Q15118,Positive
ORF7A~Q86SJ2,ORF7A,Q86SJ2,Positive
ORF7A~Q5SQN1,ORF7A,Q5SQN1,Positive
ORF3B~P18124,ORF3B,P18124,Positive
E~Q5JTV8,E,Q5JTV8,Positive
ORF7B~P62993,ORF7B,P62993,Positive
ORF8~P42765,ORF8,P42765,Positive
NSP3~Q86WP2,NSP3,Q86WP2,Positive
ORF14~Q06136,ORF14,Q06136,Positive
ORF14~Q13740,ORF14,Q13740,Positive
ORF7A~P42166,ORF7A,P42166,Positive
ORF7A~P42167,ORF7A,P42167,Positive
NSP9~Q7Z3K3,NSP9,Q7Z3K3,Positive
M~Q7Z3D4,M,Q7Z3D4,Positive
NSP7~Q8IXS6,NSP7,Q8IXS6,Positive
NSP4~Q8N4V1,NSP4,Q8N4V1,Positive
ORF7B~Q15006,ORF7B,Q15006,Positive
NSP3~Q9P2D0,NSP3,Q9P2D0,Positive
NSP4~Q5BJD5,NSP4,Q5BJD5,Positive
NSP15~Q9UNH7,NSP15,Q9UNH7,Positive
ORF3A~O75844,ORF3A,O75844,Positive
ORF3A~Q8N6S5,ORF3A,Q8N6S5,Positive
NSP9~Q86VP1,NSP9,Q86VP1,Positive
M~Q9UKB1,M,Q9UKB1,Positive
NSP16~Q9P2I0,NSP16,Q9P2I0,Positive
ORF6~Q14573,ORF6,Q14573,Positive
ORF7B~Q8WVP7,ORF7B,Q8WVP7,Positive
ORF7A~Q9C0C4,ORF7A,Q9C0C4,Positive
NSP12~Q15750,NSP12,Q15750,Positive
NSP6~O75251,NSP6,O75251,Positive
NSP4~Q14746,NSP4,Q14746,Positive
ORF9C~O76024,ORF9C,O76024,Positive
ORF7A~O43402,ORF7A,O43402,Positive
NSP4~Q5J8M3,NSP4,Q5J8M3,Positive
NSP4~P23229,NSP4,P23229,Positive
ORF3A~Q9P273,ORF3A,Q9P273,Positive
ORF14~O96000,ORF14,O96000,Positive
ORF7B~Q9H8Y8,ORF7B,Q9H8Y8,Positive
ORF9C~Q12770,ORF9C,Q12770,Positive
NSP6~P26374,NSP6,P26374,Positive
ORF3A~Q9H329,ORF3A,Q9H329,Positive
ORF3B~Q5T7V8,ORF3B,Q5T7V8,Positive
NSP6~P06744,NSP6,P06744,Positive
NSP4~P08243,NSP4,P08243,Positive
ORF7A~Q9Y320,ORF7A,Q9Y320,Positive
ORF3A~Q9UPY5,ORF3A,Q9UPY5,Positive
ORF3B~Q99650,ORF3B,Q99650,Positive
NSP5~P62424,NSP5,P62424,Positive
ORF7A~P51648,ORF7A,P51648,Positive
NSP7~B7ZAP0,NSP7,B7ZAP0,Positive
NSP7~Q5R372,NSP7,Q5R372,Positive
NSP13~P16615,NSP13,P16615,Positive
N~P09914,N,P09914,Positive
NSP13~Q9Y446,NSP13,Q9Y446,Positive
ORF7B~P20700,ORF7B,P20700,Positive
E~P26374,E,P26374,Positive
NSP6~Q86X55,NSP6,Q86X55,Positive
ORF7A~Q6NXT4,ORF7A,Q6NXT4,Positive
NSP6~Q14807,NSP6,Q14807,Positive
ORF7A~P13667,ORF7A,P13667,Positive
ORF6~Q9Y277,ORF6,Q9Y277,Positive
NSP3~Q96PM5,NSP3,Q96PM5,Positive
NSP6~Q9Y289,NSP6,Q9Y289,Positive
NSP4~O95470,NSP4,O95470,Positive
ORF7B~O75581,ORF7B,O75581,Positive
S~Q8IY17,S,Q8IY17,Positive
NSP2~Q7Z392,NSP2,Q7Z392,Positive
ORF7A~Q8TEY7,ORF7A,Q8TEY7,Positive
ORF6~P84077,ORF6,P84077,Positive
M~Q9GZP9,M,Q9GZP9,Positive
NSP13~Q13772,NSP13,Q13772,Positive
S~Q99536,S,Q99536,Positive
NSP3~O95905,NSP3,O95905,Positive
ORF7A~P23396,ORF7A,P23396,Positive
S~P61106,S,P61106,Positive
ORF6~P61006,ORF6,P61006,Positive
NSP8~P33993,NSP8,P33993,Positive
NSP3~P35659,NSP3,P35659,Positive
ORF8~O76024,ORF8,O76024,Positive
ORF7B~Q8TBA6,ORF7B,Q8TBA6,Positive
M~Q4KMQ2,M,Q4KMQ2,Positive
E~Q9UIX4,E,Q9UIX4,Positive
NSP4~O14653,NSP4,O14653,Positive
ORF6~P62314,ORF6,P62314,Positive
ORF7B~Q00765,ORF7B,Q00765,Positive
ORF7B~Q8IWT6,ORF7B,Q8IWT6,Positive
M~Q9Y6A1,M,Q9Y6A1,Positive
NSP13~P02786,NSP13,P02786,Positive
NSP4~Q9UGP8,NSP4,Q9UGP8,Positive
S~Q99758,S,Q99758,Positive
ORF7A~Q8NHH9,ORF7A,Q8NHH9,Positive
M~Q9UKV5,M,Q9UKV5,Positive
ORF14~Q13206,ORF14,Q13206,Positive
NSP6~Q8TEY7,NSP6,Q8TEY7,Positive
E~P62829,E,P62829,Positive
M~Q8NBP0,M,Q8NBP0,Positive
NSP3~Q9H5L6,NSP3,Q9H5L6,Positive
M~Q9P265,M,Q9P265,Positive
NSP4~Q9UIQ6,NSP4,Q9UIQ6,Positive
ORF3B~Q01650,ORF3B,Q01650,Positive
ORF7A~P16435,ORF7A,P16435,Positive
S~Q9H267,S,Q9H267,Positive
NSP12~Q96KQ4,NSP12,Q96KQ4,Positive
ORF7A~O75460,ORF7A,O75460,Positive
NSP16~Q7Z3Y8,NSP16,Q7Z3Y8,Positive
ORF14~Q8N9Z2,ORF14,Q8N9Z2,Positive
M~O94874,M,O94874,Positive
ORF14~P62318,ORF14,P62318,Positive
ORF7A~Q92968,ORF7A,Q92968,Positive
ORF6~Q9UBI1,ORF6,Q9UBI1,Positive
NSP6~P53985,NSP6,P53985,Positive
ORF3B~Q6NXT4,ORF3B,Q6NXT4,Positive
E~P00367,E,P00367,Positive
M~P17066,M,P17066,Positive
ORF6~O95864,ORF6,O95864,Positive
NSP2~P16615,NSP2,P16615,Positive
ORF14~Q9BUQ8,ORF14,Q9BUQ8,Positive
ORF7B~P55011,ORF7B,P55011,Positive
ORF7B~Q96GZ6,ORF7B,Q96GZ6,Positive
NSP2~Q9H7B2,NSP2,Q9H7B2,Positive
S~O15439,S,O15439,Positive
NSP4~Q96JQ2,NSP4,Q96JQ2,Positive
NSP6~P62081,NSP6,P62081,Positive
E~Q9H496,E,Q9H496,Positive
E~Q8NFQ8,E,Q8NFQ8,Positive
ORF7A~O14744,ORF7A,O14744,Positive
NSP4~Q9NQX7,NSP4,Q9NQX7,Positive
S~Q12772,S,Q12772,Positive
ORF7B~Q6ZPD9,ORF7B,Q6ZPD9,Positive
NSP6~Q9NXB0,NSP6,Q9NXB0,Positive
NSP6~Q9Y6M7,NSP6,Q9Y6M7,Positive
NSP6~O60763,NSP6,O60763,Positive
M~Q5SWA1,M,Q5SWA1,Positive
NSP13~Q96N16,NSP13,Q96N16,Positive
E~Q92887,E,Q92887,Positive
NSP6~O96011,NSP6,O96011,Positive
M~Q96CP6,M,Q96CP6,Positive
NSP4~O15121,NSP4,O15121,Positive
M~Q96CP7,M,Q96CP7,Positive
NSP5~Q2TAY7,NSP5,Q2TAY7,Positive
NSP16~Q8TEM1,NSP16,Q8TEM1,Positive
M~A2A3N6,M,A2A3N6,Positive
ORF6~Q15904,ORF6,Q15904,Positive
ORF8~Q53EP0,ORF8,Q53EP0,Positive
ORF3B~P62424,ORF3B,P62424,Positive
M~Q96EM0,M,Q96EM0,Positive
