PPI,viral_prot,host_prot,class
NSP11~O43752,NSP11,O43752,Negative
ORF9C~Q9NVJ2,ORF9C,Q9NVJ2,Negative
NSP16~Q9UKB3,NSP16,Q9UKB3,Negative
NSP2~Q7Z7A3,NSP2,Q7Z7A3,Negative
NSP16~Q9ULF5,NSP16,Q9ULF5,Negative
NSP15~P35556,NSP15,P35556,Negative
ORF9B~A6NJ78,ORF9B,A6NJ78,Negative
NSP13~Q9Y4W6,NSP13,Q9Y4W6,Negative
NSP10~Q9Y4R8,NSP10,Q9Y4R8,Negative
ORF9C~O75691,ORF9C,O75691,Negative
ORF9B~Q96GE9,ORF9B,Q96GE9,Negative
NSP5_C145A~Q96I99,NSP5_C145A,Q96I99,Negative
NSP5_C145A~Q96A57,NSP5_C145A,Q96A57,Negative
ORF3A~P63261,ORF3A,P63261,Negative
NSP6~Q9UKK9,NSP6,Q9UKK9,Negative
NSP5_C145A~Q01813,NSP5_C145A,Q01813,Negative
NSP2~Q9HCU5,NSP2,Q9HCU5,Negative
ORF8B~P49419,ORF8B,P49419,Negative
NSP13~P49810,NSP13,P49810,Negative
NSP11~Q8N201,NSP11,Q8N201,Negative
NSP4~Q9Y5N6,NSP4,Q9Y5N6,Negative
ORF7A~P20020,ORF7A,P20020,Negative
NSP2~Q9NT22,NSP2,Q9NT22,Negative
NSP2~Q8WUF5,NSP2,Q8WUF5,Negative
ORF3A~Q8NBA8,ORF3A,Q8NBA8,Negative
NSP5~Q9UBM1,NSP5,Q9UBM1,Negative
NSP9~P11166,NSP9,P11166,Negative
ORF3A~Q9P2K5,ORF3A,Q9P2K5,Negative
ORF3A~Q92598,ORF3A,Q92598,Negative
ORF6~P78318,ORF6,P78318,Negative
NSP2~Q6ZVM7,NSP2,Q6ZVM7,Negative
NSP16~Q6NYC1,NSP16,Q6NYC1,Negative
NSP14~Q6NUN9,NSP14,Q6NUN9,Negative
NSP5~Q9Y4F3,NSP5,Q9Y4F3,Negative
ORF3B~Q13546,ORF3B,Q13546,Negative
ORF9B~Q8N1F8,ORF9B,Q8N1F8,Negative
ORF9B~Q96GI7,ORF9B,Q96GI7,Negative
NSP7~Q6UWP7,NSP7,Q6UWP7,Negative
NSP2~P11940,NSP2,P11940,Negative
NSP15~Q9BVK8,NSP15,Q9BVK8,Negative
S~Q9NY61,S,Q9NY61,Negative
NSP5~Q5T1M5,NSP5,Q5T1M5,Negative
NSP4~P41250,NSP4,P41250,Negative
NSP8~O43752,NSP8,O43752,Negative
NSP12~Q99653,NSP12,Q99653,Negative
NSP8~P49454,NSP8,P49454,Negative
ORF7A~Q5VUJ6,ORF7A,Q5VUJ6,Negative
ORF9C~O43292,ORF9C,O43292,Negative
NSP13~P55196,NSP13,P55196,Negative
NSP12~Q8NFH4,NSP12,Q8NFH4,Negative
E~Q8TF46,E,Q8TF46,Negative
NSP11~Q8N0U8,NSP11,Q8N0U8,Negative
N~Q12965,N,Q12965,Negative
M~Q13409,M,Q13409,Negative
NSP6~Q13724,NSP6,Q13724,Negative
E~Q01484,E,Q01484,Negative
NSP12~Q643R3,NSP12,Q643R3,Negative
NSP6~Q3SXM0,NSP6,Q3SXM0,Negative
NSP1~Q70EL1,NSP1,Q70EL1,Negative
ORF3A~Q8IWF6,ORF3A,Q8IWF6,Negative
ORF9B~Q9HAU0,ORF9B,Q9HAU0,Negative
NSP11~Q9BSC4,NSP11,Q9BSC4,Negative
NSP7~Q1ED39,NSP7,Q1ED39,Negative
N~Q9UKB3,N,Q9UKB3,Negative
NSP6~Q86UT6,NSP6,Q86UT6,Negative
NSP2~Q9NRK6,NSP2,Q9NRK6,Negative
ORF8A~Q8N183,ORF8A,Q8N183,Negative
NSP2~O00411,NSP2,O00411,Negative
NSP7~Q12792,NSP7,Q12792,Negative
NSP13~Q9Y3F4,NSP13,Q9Y3F4,Negative
NSP5~Q8NEJ9,NSP5,Q8NEJ9,Negative
NSP12~P51530,NSP12,P51530,Negative
NSP9~Q6PJG6,NSP9,Q6PJG6,Negative
NSP2~Q99653,NSP2,Q99653,Negative
NSP5_C145A~P38159,NSP5_C145A,P38159,Negative
NSP9~Q96MF7,NSP9,Q96MF7,Negative
NSP5_C145A~Q96NT3,NSP5_C145A,Q96NT3,Negative
NSP10~Q96M69,NSP10,Q96M69,Negative
ORF3A~Q16720,ORF3A,Q16720,Negative
NSP4~P07738,NSP4,P07738,Negative
ORF8B~O43292,ORF8B,O43292,Negative
NSP5_C145A~O94766,NSP5_C145A,O94766,Negative
NSP2~Q9BQ39,NSP2,Q9BQ39,Negative
NSP14~Q9H8M5,NSP14,Q9H8M5,Negative
NSP8~Q99595,NSP8,Q99595,Negative
NSP5_C145A~Q9UHB9,NSP5_C145A,Q9UHB9,Negative
ORF8A~Q02543,ORF8A,Q02543,Negative
ORF3B~O60885,ORF3B,O60885,Negative
NSP16~Q6NXR4,NSP16,Q6NXR4,Negative
S~Q9UIA9,S,Q9UIA9,Negative
ORF8B~P27540,ORF8B,P27540,Negative
ORF3B~Q53R41,ORF3B,Q53R41,Negative
NSP12~Q14152,NSP12,Q14152,Negative
NSP2~Q13617,NSP2,Q13617,Negative
NSP15~P61289,NSP15,P61289,Negative
ORF3B~Q3SXM0,ORF3B,Q3SXM0,Negative
NSP6~Q9ULK4,NSP6,Q9ULK4,Negative
NSP10~P42224,NSP10,P42224,Negative
NSP12~B2RTY4,NSP12,B2RTY4,Negative
NSP10~Q9C037,NSP10,Q9C037,Negative
NSP16~Q8N2G8,NSP16,Q8N2G8,Negative
ORF9B~P17050,ORF9B,P17050,Negative
ORF8A~Q9UKT7,ORF8A,Q9UKT7,Negative
NSP14~Q9UL63,NSP14,Q9UL63,Negative
NSP6~Q8TEQ8,NSP6,Q8TEQ8,Negative
NSP5_C145A~Q9NZC9,NSP5_C145A,Q9NZC9,Negative
ORF7A~Q53R41,ORF7A,Q53R41,Negative
ORF8A~A8MYB1,ORF8A,A8MYB1,Negative
NSP5_C145A~O15260,NSP5_C145A,O15260,Negative
NSP8~P09132,NSP8,P09132,Negative
NSP15~Q9NWS8,NSP15,Q9NWS8,Negative
ORF8A~Q9P275,ORF8A,Q9P275,Negative
NSP8~Q99741,NSP8,Q99741,Negative
NSP6~P35244,NSP6,P35244,Negative
NSP5_C145A~Q9Y2I6,NSP5_C145A,Q9Y2I6,Negative
NSP8~Q96IZ5,NSP8,Q96IZ5,Negative
NSP12~Q9Y672,NSP12,Q9Y672,Negative
NSP9~Q8N4L2,NSP9,Q8N4L2,Negative
NSP16~Q9Y5Z9,NSP16,Q9Y5Z9,Negative
NSP6~Q96EA4,NSP6,Q96EA4,Negative
NSP15~P04049,NSP15,P04049,Negative
ORF3A~O75821,ORF3A,O75821,Negative
NSP4~Q6NSI4,NSP4,Q6NSI4,Negative
N~Q9HD45,N,Q9HD45,Negative
NSP4~Q9NRX5,NSP4,Q9NRX5,Negative
NSP12~Q5BKZ1,NSP12,Q5BKZ1,Negative
S~Q96DA6,S,Q96DA6,Negative
NSP8~O60287,NSP8,O60287,Negative
NSP15~P52306,NSP15,P52306,Negative
NSP6~Q9UBB9,NSP6,Q9UBB9,Negative
ORF9B~Q96AA3,ORF9B,Q96AA3,Negative
E~Q9BXS5,E,Q9BXS5,Negative
NSP5~Q5BJH7,NSP5,Q5BJH7,Negative
ORF7A~Q9P2X0,ORF7A,Q9P2X0,Negative
NSP1~P49454,NSP1,P49454,Negative
S~Q9H2J7,S,Q9H2J7,Negative
NSP14~Q92540,NSP14,Q92540,Negative
S~Q14CB8,S,Q14CB8,Negative
NSP12~Q9ULK4,NSP12,Q9ULK4,Negative
NSP11~Q96S97,NSP11,Q96S97,Negative
M~Q92994,M,Q92994,Negative
NSP16~P49069,NSP16,P49069,Negative
NSP15~O00124,NSP15,O00124,Negative
ORF3A~P61006,ORF3A,P61006,Negative
NSP6~Q8WYA6,NSP6,Q8WYA6,Negative
NSP16~Q12983,NSP16,Q12983,Negative
NSP8~P03897,NSP8,P03897,Negative
NSP1~Q75QN2,NSP1,Q75QN2,Negative
NSP13~O15127,NSP13,O15127,Negative
NSP15~Q6UWP7,NSP15,Q6UWP7,Negative
E~Q92747,E,Q92747,Negative
E~Q9NVV0,E,Q9NVV0,Negative
NSP2~Q8IW35,NSP2,Q8IW35,Negative
NSP5~Q08379,NSP5,Q08379,Negative
ORF9C~P52948,ORF9C,P52948,Negative
NSP5_C145A~Q9Y256,NSP5_C145A,Q9Y256,Negative
NSP7~O15143,NSP7,O15143,Negative
NSP11~O00192,NSP11,O00192,Negative
ORF3B~Q75QN2,ORF3B,Q75QN2,Negative
NSP2~Q9ULT8,NSP2,Q9ULT8,Negative
NSP5_C145A~Q8IZ83,NSP5_C145A,Q8IZ83,Negative
ORF9C~P62917,ORF9C,P62917,Negative
NSP2~Q96CN9,NSP2,Q96CN9,Negative
NSP7~Q9Y5Z9,NSP7,Q9Y5Z9,Negative
ORF3A~Q5VT06,ORF3A,Q5VT06,Negative
NSP5_C145A~Q8WUA4,NSP5_C145A,Q8WUA4,Negative
ORF9B~Q9NS73,ORF9B,Q9NS73,Negative
NSP10~P42356,NSP10,P42356,Negative
ORF7A~Q96KA5,ORF7A,Q96KA5,Negative
ORF9B~Q13045,ORF9B,Q13045,Negative
NSP1~O94766,NSP1,O94766,Negative
NSP10~P17858,NSP10,P17858,Negative
S~P61077,S,P61077,Negative
NSP8~Q8N1F8,NSP8,Q8N1F8,Negative
ORF7A~Q9UKK9,ORF7A,Q9UKK9,Negative
NSP11~Q9BWH2,NSP11,Q9BWH2,Negative
NSP7~O75352,NSP7,O75352,Negative
ORF7A~P09132,ORF7A,P09132,Negative
NSP9~P49419,NSP9,P49419,Negative
ORF3B~P50395,ORF3B,P50395,Negative
NSP16~O43390,NSP16,O43390,Negative
NSP16~Q8TF46,NSP16,Q8TF46,Negative
ORF3A~Q13438,ORF3A,Q13438,Negative
NSP11~Q92604,NSP11,Q92604,Negative
NSP14~Q9H2K2,NSP14,Q9H2K2,Negative
S~O94822,S,O94822,Negative
ORF7A~Q9UHI6,ORF7A,Q9UHI6,Negative
M~Q6DD88,M,Q6DD88,Negative
NSP2~Q15904,NSP2,Q15904,Negative
NSP6~Q8IYE1,NSP6,Q8IYE1,Negative
NSP15~Q9BXS9,NSP15,Q9BXS9,Negative
ORF9B~Q9HCJ0,ORF9B,Q9HCJ0,Negative
NSP7~Q15849,NSP7,Q15849,Negative
NSP13~O14950,NSP13,O14950,Negative
ORF8B~O76071,ORF8B,O76071,Negative
ORF8B~P10620,ORF8B,P10620,Negative
NSP10~Q9NQC3,NSP10,Q9NQC3,Negative
S~Q7L2J0,S,Q7L2J0,Negative
NSP14~Q8TAD8,NSP14,Q8TAD8,Negative
ORF9B~Q96S44,ORF9B,Q96S44,Negative
NSP8~Q6ZVM7,NSP8,Q6ZVM7,Negative
ORF9B~Q8IWA0,ORF9B,Q8IWA0,Negative
NSP5_C145A~Q9NXE4,NSP5_C145A,Q9NXE4,Negative
NSP9~P61158,NSP9,P61158,Negative
ORF9B~O43826,ORF9B,O43826,Negative
ORF9B~Q15397,ORF9B,Q15397,Negative
NSP16~Q7KZI7,NSP16,Q7KZI7,Negative
E~P27448,E,P27448,Negative
N~Q96JM3,N,Q96JM3,Negative
NSP1~P55327,NSP1,P55327,Negative
NSP6~Q4KMZ1,NSP6,Q4KMZ1,Negative
NSP1~P57105,NSP1,P57105,Negative
NSP2~Q14232,NSP2,Q14232,Negative
ORF8A~P51659,ORF8A,P51659,Negative
ORF3B~Q96HB5,ORF3B,Q96HB5,Negative
NSP1~Q13615,NSP1,Q13615,Negative
N~O15397,N,O15397,Negative
NSP5_C145A~Q9H7T9,NSP5_C145A,Q9H7T9,Negative
NSP2~Q9BSJ2,NSP2,Q9BSJ2,Negative
NSP14~Q9UFG5,NSP14,Q9UFG5,Negative
ORF3B~Q6ZXV5,ORF3B,Q6ZXV5,Negative
NSP13~Q7L1Q6,NSP13,Q7L1Q6,Negative
NSP11~Q14181,NSP11,Q14181,Negative
NSP10~Q9NWM3,NSP10,Q9NWM3,Negative
NSP16~Q03001,NSP16,Q03001,Negative
ORF8A~Q9Y6C9,ORF8A,Q9Y6C9,Negative
ORF8A~Q9NZJ7,ORF8A,Q9NZJ7,Negative
NSP14~P27448,NSP14,P27448,Negative
ORF8B~Q92616,ORF8B,Q92616,Negative
NSP2~P63279,NSP2,P63279,Negative
NSP15~Q15013,NSP15,Q15013,Negative
NSP2~O60237,NSP2,O60237,Negative
NSP13~Q14192,NSP13,Q14192,Negative
NSP7~Q9UHA3,NSP7,Q9UHA3,Negative
NSP1~P06753,NSP1,P06753,Negative
NSP5_C145A~Q0VDF9,NSP5_C145A,Q0VDF9,Negative
ORF3B~Q6P3X3,ORF3B,Q6P3X3,Negative
S~Q9BW27,S,Q9BW27,Negative
ORF8B~O14950,ORF8B,O14950,Negative
M~Q5VW38,M,Q5VW38,Negative
ORF9C~Q9UKB3,ORF9C,Q9UKB3,Negative
M~Q9P287,M,Q9P287,Negative
NSP16~Q92797,NSP16,Q92797,Negative
ORF7A~Q9P2I0,ORF7A,Q9P2I0,Negative
S~P11717,S,P11717,Negative
NSP4~P13861,NSP4,P13861,Negative
NSP13~Q99720,NSP13,Q99720,Negative
ORF3A~Q8NHH1,ORF3A,Q8NHH1,Negative
ORF9B~Q9BVV7,ORF9B,Q9BVV7,Negative
NSP5_C145A~O96028,NSP5_C145A,O96028,Negative
ORF3B~Q5VUJ6,ORF3B,Q5VUJ6,Negative
NSP1~Q92820,NSP1,Q92820,Negative
NSP7~Q969Z0,NSP7,Q969Z0,Negative
NSP5~Q9NW08,NSP5,Q9NW08,Negative
ORF8B~O75179,ORF8B,O75179,Negative
NSP6~Q96AT1,NSP6,Q96AT1,Negative
NSP9~Q14165,NSP9,Q14165,Negative
ORF9B~Q96B77,ORF9B,Q96B77,Negative
E~O43402,E,O43402,Negative
NSP9~Q9UL63,NSP9,Q9UL63,Negative
NSP12~P34932,NSP12,P34932,Negative
ORF7A~Q3ZAQ7,ORF7A,Q3ZAQ7,Negative
ORF9C~O15270,ORF9C,O15270,Negative
NSP12~Q5SVS4,NSP12,Q5SVS4,Negative
S~Q9NR30,S,Q9NR30,Negative
NSP15~Q8NFH4,NSP15,Q8NFH4,Negative
ORF3B~Q9NX08,ORF3B,Q9NX08,Negative
NSP14~Q5JRX3,NSP14,Q5JRX3,Negative
ORF9C~Q13162,ORF9C,Q13162,Negative
ORF9C~O95870,ORF9C,O95870,Negative
NSP11~Q5T160,NSP11,Q5T160,Negative
ORF7A~Q9BQT8,ORF7A,Q9BQT8,Negative
NSP4~Q96H55,NSP4,Q96H55,Negative
NSP15~Q5BKZ1,NSP15,Q5BKZ1,Negative
NSP11~Q9Y5Z9,NSP11,Q9Y5Z9,Negative
M~P36507,M,P36507,Negative
NSP5~Q8N726,NSP5,Q8N726,Negative
ORF8A~Q01484,ORF8A,Q01484,Negative
E~Q969H8,E,Q969H8,Negative
ORF9B~P61289,ORF9B,P61289,Negative
NSP4~Q9H7Z7,NSP4,Q9H7Z7,Negative
NSP5_C145A~Q15006,NSP5_C145A,Q15006,Negative
NSP5_C145A~Q12846,NSP5_C145A,Q12846,Negative
NSP15~Q8WYL5,NSP15,Q8WYL5,Negative
NSP15~Q9NVI1,NSP15,Q9NVI1,Negative
NSP14~Q9NW13,NSP14,Q9NW13,Negative
NSP12~Q9NP97,NSP12,Q9NP97,Negative
M~Q96DF8,M,Q96DF8,Negative
ORF3B~P35813,ORF3B,P35813,Negative
ORF3A~Q8N2G8,ORF3A,Q8N2G8,Negative
ORF8B~Q9BUB7,ORF8B,Q9BUB7,Negative
NSP8~Q13395,NSP8,Q13395,Negative
NSP1~Q01484,NSP1,Q01484,Negative
ORF9B~O95870,ORF9B,O95870,Negative
ORF9B~Q96M11,ORF9B,Q96M11,Negative
NSP11~O75844,NSP11,O75844,Negative
NSP15~Q9Y4C8,NSP15,Q9Y4C8,Negative
NSP9~Q53EU6,NSP9,Q53EU6,Negative
ORF9C~Q9P0L2,ORF9C,Q9P0L2,Negative
M~P30049,M,P30049,Negative
NSP5~O95674,NSP5,O95674,Negative
NSP5_C145A~Q10472,NSP5_C145A,Q10472,Negative
NSP6~Q96HP0,NSP6,Q96HP0,Negative
NSP11~P13667,NSP11,P13667,Negative
NSP10~Q99653,NSP10,Q99653,Negative
NSP4~Q9Y263,NSP4,Q9Y263,Negative
NSP11~Q92828,NSP11,Q92828,Negative
ORF9C~P50416,ORF9C,P50416,Negative
S~Q8N5G0,S,Q8N5G0,Negative
NSP9~O00469,NSP9,O00469,Negative
NSP9~Q9UKB3,NSP9,Q9UKB3,Negative
ORF6~Q5VT66,ORF6,Q5VT66,Negative
NSP9~O75190,NSP9,O75190,Negative
ORF9B~Q9BXW9,ORF9B,Q9BXW9,Negative
M~P54707,M,P54707,Negative
ORF9C~Q9H7H0,ORF9C,Q9H7H0,Negative
NSP5~P17152,NSP5,P17152,Negative
NSP4~Q96GI7,NSP4,Q96GI7,Negative
ORF3B~O15355,ORF3B,O15355,Negative
ORF6~O60518,ORF6,O60518,Negative
ORF8B~Q13190,ORF8B,Q13190,Negative
NSP9~Q9BVG9,NSP9,Q9BVG9,Negative
NSP5~Q96A54,NSP5,Q96A54,Negative
NSP9~Q8N0U8,NSP9,Q8N0U8,Negative
NSP15~Q7Z3C6,NSP15,Q7Z3C6,Negative
NSP6~P10071,NSP6,P10071,Negative
NSP4~P07237,NSP4,P07237,Negative
NSP9~Q5M775,NSP9,Q5M775,Negative
NSP10~Q9Y3A6,NSP10,Q9Y3A6,Negative
ORF8B~P54920,ORF8B,P54920,Negative
E~Q86Y39,E,Q86Y39,Negative
NSP16~P55072,NSP16,P55072,Negative
ORF8B~A0A096LP01,ORF8B,A0A096LP01,Negative
NSP11~Q96S59,NSP11,Q96S59,Negative
ORF6~Q9UKV5,ORF6,Q9UKV5,Negative
ORF3B~Q9BTA9,ORF3B,Q9BTA9,Negative
NSP13~Q8IYE1,NSP13,Q8IYE1,Negative
NSP11~P30825,NSP11,P30825,Negative
ORF9C~O60427,ORF9C,O60427,Negative
ORF6~Q01813,ORF6,Q01813,Negative
ORF8A~Q9HCJ0,ORF8A,Q9HCJ0,Negative
NSP5~Q96EA4,NSP5,Q96EA4,Negative
NSP13~P23634,NSP13,P23634,Negative
NSP14~Q8NFZ5,NSP14,Q8NFZ5,Negative
NSP9~A6NIH7,NSP9,A6NIH7,Negative
NSP13~Q5SNT2,NSP13,Q5SNT2,Negative
ORF8B~Q6ZRI6,ORF8B,Q6ZRI6,Negative
NSP5_C145A~P13994,NSP5_C145A,P13994,Negative
NSP4~Q6P1Q0,NSP4,Q6P1Q0,Negative
ORF8A~Q6VN20,ORF8A,Q6VN20,Negative
NSP5~Q96F45,NSP5,Q96F45,Negative
NSP12~Q15125,NSP12,Q15125,Negative
NSP11~Q9UGI8,NSP11,Q9UGI8,Negative
NSP6~Q96K30,NSP6,Q96K30,Negative
E~Q8N5N7,E,Q8N5N7,Negative
N~Q5VYK3,N,Q5VYK3,Negative
E~Q7L2J0,E,Q7L2J0,Negative
ORF3B~Q5JSJ4,ORF3B,Q5JSJ4,Negative
E~Q9Y4B5,E,Q9Y4B5,Negative
NSP8~P30049,NSP8,P30049,Negative
M~Q96HV5,M,Q96HV5,Negative
M~Q15800,M,Q15800,Negative
NSP14~Q8TD10,NSP14,Q8TD10,Negative
ORF3B~Q96RE7,ORF3B,Q96RE7,Negative
NSP12~Q13948,NSP12,Q13948,Negative
NSP10~P28340,NSP10,P28340,Negative
NSP5~P09493,NSP5,P09493,Negative
NSP15~Q9UFW8,NSP15,Q9UFW8,Negative
NSP5~P49810,NSP5,P49810,Negative
NSP16~P52701,NSP16,P52701,Negative
NSP8~Q8N567,NSP8,Q8N567,Negative
ORF9C~Q9BUN8,ORF9C,Q9BUN8,Negative
ORF9B~Q9P2W9,ORF9B,Q9P2W9,Negative
ORF6~Q70EL1,ORF6,Q70EL1,Negative
NSP5~Q14746,NSP5,Q14746,Negative
NSP12~Q9P209,NSP12,Q9P209,Negative
ORF6~O95721,ORF6,O95721,Negative
NSP11~P50395,NSP11,P50395,Negative
NSP9~O60885,NSP9,O60885,Negative
NSP12~O95563,NSP12,O95563,Negative
NSP2~Q96EC8,NSP2,Q96EC8,Negative
NSP2~Q9H4I3,NSP2,Q9H4I3,Negative
NSP8~P49810,NSP8,P49810,Negative
NSP1~Q96GI7,NSP1,Q96GI7,Negative
NSP4~Q06136,NSP4,Q06136,Negative
M~Q13617,M,Q13617,Negative
NSP7~Q5H8A4,NSP7,Q5H8A4,Negative
NSP12~Q8N6S5,NSP12,Q8N6S5,Negative
ORF3A~P11717,ORF3A,P11717,Negative
NSP14~O15144,NSP14,O15144,Negative
E~Q9H9Y2,E,Q9H9Y2,Negative
N~P42025,N,P42025,Negative
ORF7A~Q9Y2I6,ORF7A,Q9Y2I6,Negative
E~P45954,E,P45954,Negative
NSP16~O75494,NSP16,O75494,Negative
E~Q8NBJ4,E,Q8NBJ4,Negative
NSP8~Q8IYE1,NSP8,Q8IYE1,Negative
ORF9C~Q9NSE4,ORF9C,Q9NSE4,Negative
ORF8B~P31323,ORF8B,P31323,Negative
NSP10~O76095,NSP10,O76095,Negative
ORF3B~Q96HA4,ORF3B,Q96HA4,Negative
ORF9B~O75489,ORF9B,O75489,Negative
ORF9C~P45954,ORF9C,P45954,Negative
NSP15~Q9Y3D5,NSP15,Q9Y3D5,Negative
NSP5_C145A~Q96KA5,NSP5_C145A,Q96KA5,Negative
NSP14~Q9H330,NSP14,Q9H330,Negative
ORF8A~Q8N6M0,ORF8A,Q8N6M0,Negative
